id,eng_word,pl_word,score
5545,thanks,dzięki,5.43
5546,repeat,powtórka,4.49
5547,lake,jezioro,4.83
5548,exit,wyjście,4.35
5549,charming,uroczy,4.07
5550,presenting,prezentacja,4.08
5551,breaks,przerwy,4.46
5552,restaurants,restauracje,4.34
5553,miles,mile,5.0
5554,encounter,spotkanie,4.26
5555,truck,ciężarówka,4.64
5556,tracks,ścieżki,4.45
5557,names,nazwy,4.91
5558,due,z powodu,5.35
5559,thirty,trzydzieści,4.38
5560,hard,twardy,5.53
5561,weapons,broń,4.75
5562,pit,dołek,4.27
5563,sold,sprzedany,4.97
5564,series,seria,5.35
5565,keeping,zachowanie,4.84
5566,mandatory,obowiązkowe,4.13
5567,demonstration,demonstracja,4.06
5568,year,rok,5.96
5569,vulnerable,wrażliwy,4.21
5570,qualities,cechy,4.06
5571,criteria,kryteria,4.21
5572,discipline,dyscyplina,4.23
5573,heavy,ciężkie,4.96
5574,reduced,zmniejszone,4.64
5575,black,czarny,5.46
5576,simon,simon,4.48
5577,india,Indie,5.04
5578,jason,Jason,4.46
5579,philadelphia,Filadelfia,4.42
5580,odd,nieparzysty,4.42
5581,products,produkty,5.04
5582,committee,komisja,5.01
5583,organization,organizacja,4.92
5584,milk,mleko,4.66
5585,hughes,hughes,4.08
5586,about,o,6.4
5587,specifically,konkretnie,4.65
5588,houses,domy,4.72
5589,susan,susan,4.24
5590,purchase,zakup,4.71
5591,pushed,popchnięty,4.43
5592,caused,spowodowany,4.88
5593,requests,żądania,4.28
5594,films,filmy,4.64
5595,truth,prawda,5.05
5596,player,gracz,5.19
5597,hospital,szpital,5.07
5598,diabetes,cukrzyca,4.17
5599,camp,obóz,4.79
5600,active,aktywny,4.93
5601,comprehensive,kompleksowy,4.36
5602,senior,senior,4.92
5603,dimensions,wymiary,4.05
5604,entertaining,zabawny,4.11
5605,ministry,służba,4.63
5606,mice,myszy,4.09
5607,concerns,obawy,4.59
5608,associates,współpracownicy,4.14
5609,instruments,instrumenty,4.32
5610,bone,kość,4.47
5611,traffic,ruch,4.85
5612,culture,kultura,5.03
5613,meets,spełnia,4.36
5614,don,dać,4.6
5615,holding,posiadanie,4.89
5616,tape,taśma,4.44
5617,diesel,diesel,4.05
5618,negotiations,negocjacje,4.21
5619,vol,tom,4.41
5620,strongly,silnie,4.47
5621,class,klasa,5.36
5622,fork,widelec,4.03
5623,symbol,symbol,4.31
5624,behalf,w imieniu,4.42
5625,equality,równość,4.26
5626,temporary,tymczasowy,4.48
5627,virtually,praktycznie,4.26
5628,challenging,trudne,4.27
5629,josh,josh,4.35
5630,overseas,zagraniczne,4.29
5631,eagles,orły,4.22
5632,transmission,transmisja,4.33
5633,describes,opisuje,4.4
5634,attend,uczestniczyć,4.55
5635,functions,funkcje,4.5
5636,extract,wyciąg,4.02
5637,ohio,ohio,4.61
5638,strange,dziwny,4.64
5639,sleep,sen,5.05
5640,prior,wcześniejszy,4.85
5641,winds,wiatr,4.22
5642,feelings,uczucia,4.71
5643,mercury,rtęć,4.02
5644,fix,naprawić,4.75
5645,folk,ludowy,4.22
5646,scientists,naukowcy,4.5
5647,balanced,zrównoważony,4.18
5648,given,podane,5.41
5649,plan,plan,5.29
5650,nest,gniazdo,4.07
5651,firm,firma,4.79
5652,never,nigdy,5.91
5653,easy,łatwy,5.29
5654,observations,obserwacje,4.02
5655,fired,zwolniony,4.63
5656,champion,mistrz,4.62
5657,doug,doug,4.02
5658,hart,hart,4.04
5659,blocked,zablokowany,4.31
5660,contained,zawierał,4.45
5661,spending,wydatki,4.71
5662,same,taki sam,5.8
5663,icon,ikona,4.16
5664,wheel,koło,4.5
5665,proceeds,wpływy,4.05
5666,door,drzwi,5.08
5667,reduction,ograniczenie,4.39
5668,possession,posiadanie,4.38
5669,somewhat,nieco,4.55
5670,extra,dodatkowy,4.98
5671,mission,misja,4.87
5672,buzz,szum,4.05
5673,temple,świątynia,4.45
5674,procedures,procedury,4.36
5675,defend,bronić,4.47
5676,commonwealth,wspólnota,4.34
5677,select,wybierz,4.45
5678,intended,zamierzone,4.7
5679,effectively,skutecznie,4.49
5680,turner,turner,4.19
5681,distribution,dystrybucja,4.64
5682,circumstances,okoliczności,4.59
5683,understood,zrozumiały,4.58
5684,arrow,strzałka,4.13
5685,offense,przestępstwo,4.26
5686,lions,lwy,4.18
5687,introduce,wprowadzić,4.37
5688,vehicles,pojazdy,4.62
5689,furthermore,ponadto,4.23
5690,adapted,dostosowany,4.17
5691,batman,batman,4.22
5692,relax,relaks,4.29
5693,producer,producent,4.44
5694,anxiety,niepokój,4.45
5695,seconds,sekundy,4.86
5696,cruz,cruz,4.07
5697,dubai,Dubaj,4.08
5698,der,der,4.16
5699,why,dlaczego,5.93
5700,activity,działalność,4.86
5701,determined,ustalony,4.64
5702,get,dostać,6.28
5703,inventory,zapas,4.14
5704,setup,konfiguracja,4.09
5705,owned,należący,4.76
5706,commitment,zaangażowanie,4.43
5707,migration,migracja,4.14
5708,completely,całkowicie,5.0
5709,aimed,celował,4.25
5710,referring,odnoszący się,4.35
5711,singapore,Singapur,4.35
5712,court,sąd,5.41
5713,english,angielski,5.19
5714,victorian,wiktoriański,4.12
5715,concentrate,skupiać się,4.07
5716,massive,ogromny,4.72
5717,andy,Andy,4.43
5718,supported,obsługiwane,4.68
5719,vampire,wampir,4.03
5720,louis,louis,4.82
5721,distributed,rozdzielone,4.31
5722,bears,niedźwiedzie,4.34
5723,fastest,najszybszy,4.24
5724,invisible,niewidzialny,4.09
5725,emotional,emocjonalny,4.66
5726,immediately,natychmiast,4.98
5727,consent,zgoda,4.36
5728,object,obiekt,4.56
5729,founded,założony,4.5
5730,three,trzy,5.78
5731,mike,Mike,4.8
5732,angel,anioł,4.45
5733,charged,obciążony,4.62
5734,logan,logan,4.04
5735,declare,ogłaszać,4.05
5736,ran,kandydat,4.87
5737,faith,wiara,4.82
5738,said,powiedział,6.01
5739,correct,poprawny,4.79
5740,argue,kłócić się,4.46
5741,reads,czyta,4.25
5742,hearts,serca,4.44
5743,episode,odcinek,4.97
5744,range,zakres,5.12
5745,gulf,zatoka,4.28
5746,hello,witaj,4.72
5747,involvement,zaangażowanie,4.3
5748,wales,Walia,4.6
5749,medication,leki,4.15
5750,consisting,składający się,4.09
5751,realize,zdać sobie sprawę,4.83
5752,self,ja,5.25
5753,wives,żony,4.08
5754,remembered,zapamiętane,4.33
5755,organized,zorganizowany,4.51
5756,humanity,ludzkość,4.32
5757,expanded,rozszerzone,4.28
5758,wisdom,mądrość,4.3
5759,mail,poczta,4.72
5760,guests,goście,4.42
5761,critics,krytycy,4.39
5762,races,wyścigi,4.38
5763,korean,koreański,4.49
5764,shit,gówno,5.48
5765,bags,torby,4.43
5766,driving,prowadzenie pojazdu,4.9
5767,insurance,ubezpieczenie,4.94
5768,distant,odległy,4.19
5769,rational,racjonalny,4.06
5770,attack,atak,5.09
5771,cuts,cięcia,4.42
5772,kings,królowie,4.41
5773,fighting,walka,4.92
5774,couple,para,5.19
5775,released,wydany,5.05
5776,dropped,odpadł,4.73
5777,scary,przerażające,4.37
5778,spray,spray,4.18
5779,afterwards,później,4.42
5780,mouth,usta,4.83
5781,expectations,oczekiwania,4.44
5782,apartment,mieszkanie,4.65
5783,central,centralny,5.12
5784,beta,beta,4.2
5785,breaking,przerywanie,4.74
5786,cloud,chmura,4.46
5787,beat,pokonać,5.01
5788,elementary,podstawowe,4.33
5789,swift,szybki,4.15
5790,glory,chwała,4.36
5791,occasions,okazje,4.26
5792,antonio,antonio,4.17
5793,bridge,most,4.77
5794,fifty,pięćdziesiąt,4.29
5795,missed,nieobecna,4.83
5796,ignore,ignorować,4.48
5797,creating,tworzenie,4.69
5798,cooked,gotowany,4.11
5799,handle,uchwyt,4.79
5800,butter,masło,4.4
5801,graph,wykres,4.05
5802,huge,ogromny,5.06
5803,common,powszechny,5.2
5804,character,znak,5.11
5805,behavior,zachowanie,4.69
5806,final,końcowy,5.28
5807,border,granica,4.7
5808,calculated,wyliczone,4.1
5809,valve,zawór,4.13
5810,regime,reżim,4.3
5811,these,te,6.04
5812,filing,składanie,4.05
5813,ukraine,ukraina,4.32
5814,assuming,zakładając,4.23
5815,dublin,dublin,4.08
5816,guest,gość,4.58
5817,description,opis,4.73
5818,coastal,nadmorski,4.19
5819,net,sieć,4.76
5820,partial,częściowy,4.17
5821,foot,stopa,4.87
5822,lay,interpretacja,4.64
5823,files,pliki,4.46
5824,overcome,pokonać,4.27
5825,taiwan,tajwan,4.04
5826,bottle,butelka,4.57
5827,shame,wstyd,4.55
5828,indicate,wskazywać,4.35
5829,queensland,Queensland,4.23
5830,questions,pytania,5.15
5831,download,pobierz,4.68
5832,apps,aplikacje,4.35
5833,considered,rozważano,5.08
5834,shipping,wysyłka,4.52
5835,infection,zakażenie,4.33
5836,absence,nieobecność,4.34
5837,matthew,matthew,4.37
5838,care,opieka,5.56
5839,programmes,programy,4.07
5840,occurs,występuje,4.34
5841,mom,mama,5.12
5842,dig,kopać,4.22
5843,surfaces,powierzchnie,4.02
5844,stations,stacje,4.5
5845,feedback,opinie,4.32
5846,age,wiek,5.32
5847,events,wydarzenia,5.08
5848,yard,podwórko,4.57
5849,flip,przewróć,4.2
5850,student,student,5.02
5851,legacy,dziedzictwo,4.37
5852,situation,sytuacja,5.09
5853,earlier,wcześniej,4.98
5854,discussed,omówione,4.45
5855,cemetery,cmentarz,4.06
5856,thinking,myślenie,5.24
5857,roster,skład,4.09
5858,fun,zabawa,5.3
5859,click,kliknij,4.82
5860,appointment,wizyta,4.49
5861,movement,ruch,4.97
5862,bugs,błędy,4.04
5863,killing,zabójstwo,4.88
5864,eight,osiem,5.02
5865,runs,biegi,4.84
5866,workplace,miejsce pracy,4.04
5867,mainstream,mainstream,4.26
5868,swedish,szwedzkie,4.21
5869,familiar,znany,4.61
5870,division,dział,4.86
5871,colored,kolorowy,4.19
5872,lawsuit,pozw,4.09
5873,accounts,relacje,4.73
5874,damage,szkoda,4.9
5875,food,jedzenie,5.4
5876,produced,wyprodukowany,4.87
5877,hat,kapelusz,4.53
5878,regular,regularny,4.95
5879,tide,fala,4.05
5880,lit,oświetlenie,4.19
5881,evaluation,ocena,4.21
5882,ask,zapytaj,5.34
5883,tongue,język,4.37
5884,structural,strukturalne,4.18
5885,challenges,wyzwania,4.49
5886,keith,Keith,4.17
5887,areas,obszary,5.15
5888,asking,pytanie,4.96
5889,art,sztuka,5.29
5890,empty,pusty,4.59
5891,input,dane wejściowe,4.35
5892,protein,białko,4.53
5893,calendar,kalendarz,4.3
5894,leaders,liderzy,4.81
5895,compromise,kompromis,4.15
5896,skilled,wykwalifikowany,4.13
5897,effective,skuteczny,4.89
5898,primarily,głównie,4.48
5899,warehouse,magazyn,4.08
5900,mayor,burmistrz,4.62
5901,football,piłka nożna,5.11
5902,fall,jesień,5.13
5903,travis,travis,4.01
5904,delay,opóźnienie,4.4
5905,flash,flash,4.45
5906,pour,wylewać,4.1
5907,sites,strony,4.74
5908,brothers,bracia,4.69
5909,walls,ściany,4.62
5910,rev,rev,4.12
5911,ryan,ryan,4.59
5912,strengthen,wzmocnić,4.04
5913,publications,publikacje,4.27
5914,electricity,energia elektryczna,4.43
5915,ordered,zamówione,4.74
5916,graduated,stopniowany,4.14
5917,steven,steven,4.24
5918,panic,panika,4.26
5919,traditions,tradycje,4.1
5920,lucas,lucas,4.09
5921,fallen,upadły,4.39
5922,dawn,świt,4.27
5923,operating,operacyjny,4.75
5924,applications,zastosowania,4.64
5925,explained,wyjaśniono,4.59
5926,attempted,próbowane,4.42
5927,build,budować,5.04
5928,noticed,zauważono,4.63
5929,banner,baner,4.12
5930,level,poziom,5.41
5931,integrated,zintegrowany,4.29
5932,negative,negatywny,4.79
5933,program,program,5.27
5934,call,zadzwonić,5.51
5935,influences,wpływy,4.05
5936,promising,obiecujący,4.11
5937,statistics,statystyki,4.6
5938,fire,pożar,5.3
5939,backup,kopia zapasowa,4.21
5940,doll,lalki,4.06
5941,jewelry,biżuteria,4.12
5942,edges,krawędzie,4.09
5943,euro,euro,4.09
5944,blowing,dmuchanie,4.2
5945,researchers,badacze,4.39
5946,carlos,carlos,4.09
5947,complicated,skomplikowane,4.47
5948,regulations,przepisy,4.5
5949,measurement,pomiar,4.05
5950,variety,różnorodność,4.75
5951,punk,punk,4.2
5952,closer,bliżej,4.73
5953,edge,krawędź,4.74
5954,transportation,transport,4.57
5955,forests,lasy,4.07
5956,close,blisko,5.36
5957,crucial,kluczowe,4.28
5958,medical,medyczny,5.16
5959,spencer,spencer,4.07
5960,sandwich,kanapka,4.13
5961,jordan,jordan,4.51
5962,charity,dobroczynność,4.45
5963,nearest,najbliższy,4.11
5964,spiritual,duchowe,4.4
5965,stays,pobyt,4.26
5966,add,dodać,5.09
5967,periods,okresy,4.33
5968,fresh,świeże,4.83
5969,rural,wiejskie,4.59
5970,plays,sztuki,4.84
5971,ticket,bilet,4.61
5972,paris,paryż,4.82
5973,architect,architekt,4.08
5974,broad,szeroki,4.53
5975,conducted,przeprowadzone,4.58
5976,yea,tak,4.26
5977,star,gwiazda,5.19
5978,bee,pszczoła,4.09
5979,articles,artykuły,4.71
5980,would,byłbym,6.27
5981,infected,zainfekowany,4.13
5982,adults,dorośli,4.59
5983,massage,masaż,4.01
5984,vegetables,warzywa,4.15
5985,stay,pobyt,5.33
5986,lebanon,Liban,4.01
5987,craig,craig,4.18
5988,police,policja,5.33
5989,basket,koszyk,4.07
5990,batteries,baterie,4.06
5991,image,zdjęcie,4.94
5992,contribute,współdziałać,4.34
5993,elect,wybierać,4.03
5994,wire,przewód,4.43
5995,ray,promień,4.69
5996,favorite,ulubione,4.97
5997,tower,wieża,4.5
5998,widespread,powszechny,4.19
5999,rich,bogaty,4.91
6000,controller,kontroler,4.13
6001,alone,sam,5.16
6002,phil,Phil,4.37
6003,tank,zbiornik,4.57
6004,much,bardzo,6.0
6005,say,powiedzieć,5.89
6006,terrorist,terrorysta,4.35
6007,role,rola,5.16
6008,turned,przekształcił,5.09
6009,symbols,symbole,4.05
6010,land,ląd,5.22
6011,elizabeth,Elizabeth,4.47
6012,direct,bezpośredni,4.91
6013,cherry,wiśnia,4.18
6014,while,podczas gdy,5.86
6015,needs,potrzeby,5.37
6016,bronze,brąz,4.2
6017,gay,gej,4.9
6018,prevent,zapobiegać,4.79
6019,indicating,wskazujące,4.09
6020,ontario,Ontario,4.21
6021,pound,funt,4.32
6022,those,te,5.9
6023,gentleman,dżentelmen,4.16
6024,carefully,ostrożnie,4.46
6025,remember,pamiętaj,5.38
6026,kinda,trochę,4.59
6027,tree,drzewo,4.85
6028,coat,płaszcz,4.36
6029,opposed,sprzeciw,4.51
6030,ltd,sp. z o.o.,4.47
6031,legislation,przepisy,4.55
6032,holders,posiadacze,4.02
6033,toilet,toaleta,4.31
6034,keep,zachować,5.66
6035,nerve,nerw,4.19
6036,robert,robert,4.85
6037,attempting,próbować,4.27
6038,abuse,nadużycie,4.66
6039,courts,sądy,4.46
6040,belt,pasek,4.42
6041,celebration,uroczystość,4.29
6042,responding,odpowiadający,4.07
6043,suspected,podejrzany,4.15
6044,member,członek,5.18
6045,ordering,zamawianie,4.02
6046,discussing,dyskusja,4.23
6047,lines,linie,4.95
6048,nations,kraje,4.8
6049,inside,wewnątrz,5.19
6050,shock,szok,4.46
6051,naturally,naturalnie,4.48
6052,living,mieszkaniowy,5.3
6053,favor,przychylność,4.58
6054,glad,zadowolony,4.9
6055,output,wynik,4.43
6056,homeless,bezdomny,4.26
6057,libraries,biblioteki,4.14
6058,become,stać się,5.4
6059,garbage,śmieci,4.18
6060,colony,kolonia,4.12
6061,suite,pakiet,4.18
6062,opera,opera,4.27
6063,along,wzdłuż,5.38
6064,partially,częściowo,4.19
6065,shots,zdjęcia,4.63
6066,policies,polityki,4.71
6067,subtle,subtelny,4.08
6068,pay,zapłacić,5.4
6069,inspiration,inspiracje,4.41
6070,either,albo,5.33
6071,nomination,nominacja,4.07
6072,demand,popyt,4.84
6073,keyboard,klaviatura,4.11
6074,agriculture,rolnictwo,4.37
6075,ten,dziesięć,5.05
6076,malaysia,Malezja,4.28
6077,chick,laska,4.08
6078,depend,zależeć,4.2
6079,bad,zły,5.53
6080,hoping,mając nadzieję,4.67
6081,shoulder,ramię,4.5
6082,aspects,aspekty,4.5
6083,root,korzeń,4.41
6084,boxes,pudełka,4.34
6085,features,funkcje,4.94
6086,clay,glina,4.29
6087,edward,Edward,4.52
6088,task,zadanie,4.65
6089,pressure,ciśnienie,5.01
6090,found,znalezione,5.68
6091,korea,Korea,4.65
6092,wings,skrzydła,4.44
6093,collect,zbierać,4.37
6094,xbox,xbox,4.19
6095,theme,motyw,4.62
6096,exactly,dokładnie,5.15
6097,streaming,strumieniowe,4.22
6098,legislative,legislacyjny,4.32
6099,governance,zarządzanie,4.09
6100,attention,uwaga,5.11
6101,school,szkoła,5.71
6102,kit,zestaw,4.42
6103,kids,dzieci,5.28
6104,learned,nauka,4.85
6105,robot,robot,4.24
6106,charles,Charles,4.77
6107,developed,opracowany,4.95
6108,meaning,znaczenie,4.87
6109,lasting,trwały,4.11
6110,warrant,nakaz,4.24
6111,politics,polityka,4.87
6112,blessed,błogosławiony,4.23
6113,bow,łuk,4.3
6114,husband,mąż,5.0
6115,shown,pokazano,4.9
6116,holland,Holandia,4.1
6117,reward,nagroda,4.33
6118,literally,dosłownie,4.91
6119,christ,Chrystus,4.79
6120,resistance,opór,4.55
6121,power,moc,5.52
6122,naked,nago,4.43
6123,girls,dziewczyny,5.17
6124,upset,zdenerwowany,4.61
6125,physicians,lekarze,4.04
6126,god,Bóg,5.57
6127,belongs,należy,4.24
6128,uses,zastosowania,4.88
6129,welcome,witamy,4.99
6130,annual,roczny,4.94
6131,savings,oszczędności,4.44
6132,drive,napęd,5.13
6133,novels,powieści,4.1
6134,tissue,chustka,4.32
6135,architecture,architektura,4.42
6136,winner,zwycięzca,4.8
6137,ion,jon,4.15
6138,rocket,rakieta,4.31
6139,facial,twarzowe,4.1
6140,items,pozycje,4.78
6141,playing,gra,5.37
6142,affecting,wpływający,4.07
6143,objects,przedmioty,4.51
6144,whom,kogo,4.85
6145,below,poniżej,5.05
6146,salary,wynagrodzenie,4.36
6147,sample,przykład,4.53
6148,income,dochód,4.97
6149,bike,rower,4.53
6150,closed,zamknięte,4.9
6151,expansion,rozbudowa,4.54
6152,name,nazwa,5.61
6153,patch,łata,4.2
6154,unlike,w przeciwieństwie do,4.57
6155,reported,zgłoszone,5.0
6156,next,następny,5.7
6157,entrance,wejście,4.39
6158,pick,wybierać,5.08
6159,starting,rozpoczynając,5.07
6160,museum,muzeum,4.71
6161,supreme,najwyższy,4.69
6162,magnificent,wspaniały,4.04
6163,predict,przewidywać,4.08
6164,adams,adams,4.25
6165,professional,profesjonalny,5.05
6166,utah,Utah,4.23
6167,side,strona,5.5
6168,masters,mistrzostwa,4.35
6169,kept,zachowany,5.0
6170,european,europejski,5.08
6171,within,w,5.44
6172,andrew,Andrew,4.57
6173,republican,republikański,4.7
6174,water,woda,5.52
6175,conferences,konferencje,4.03
6176,replaced,zastąpiony,4.55
6177,experiences,doświadczenia,4.55
6178,venue,miejsce,4.25
6179,tied,związana,4.47
6180,clearing,rozliczenie,4.04
6181,baby,dziecko,5.26
6182,cow,krowa,4.14
6183,lord,lord,5.1
6184,bennett,bennett,4.03
6185,profits,zyski,4.36
6186,involve,zaangażować,4.28
6187,alternative,alternatywny,4.71
6188,charts,wykresy,4.16
6189,harm,szkoda,4.47
6190,factors,czynniki,4.64
6191,nothing,nic,5.55
6192,guardian,opiekun,4.26
6193,implemented,wdrożone,4.23
6194,sizes,rozmiary,4.18
6195,stake,kołek,4.15
6196,refused,odmowa,4.54
6197,regarded,uznany,4.29
6198,blank,puste,4.14
6199,stomach,żołądek,4.42
6200,laundry,pranie,4.06
6201,trips,wycieczki,4.23
6202,info,informacje,4.6
6203,signal,sygnał,4.62
6204,amounts,kwoty,4.41
6205,months,miesiące,5.35
6206,destination,miejsce docelowe,4.24
6207,studies,badania,4.98
6208,investigations,dochodzenia,4.21
6209,transit,przejazd,4.2
6210,violence,przemoc,4.75
6211,read,czytaj,5.54
6212,sheer,przezroczysty,4.01
6213,overall,ogólny,4.9
6214,wear,ubrania,4.92
6215,play,odtwarzaj,5.61
6216,generated,wygenerowane,4.34
6217,extending,rozciąganie,4.04
6218,loaded,załadowane,4.25
6219,happiness,szczęście,4.44
6220,booth,stoisko,4.1
